CustomerKey;GeographyKey;CustomerAlternateKey;Title;FirstName;MiddleName;LastName;NameStyle;BirthDate;MaritalStatus;Suffix;Gender;EmailAddress;YearlyIncome;TotalChildren;NumberChildrenAtHome;EnglishEducation;SpanishEducation;FrenchEducation;EnglishOccupation;SpanishOccupation;FrenchOccupation;HouseOwnerFlag;NumberCarsOwned;AddressLine1;AddressLine2;Phone;DateFirstPurchase;CommuteDistance;GeographyKey;City;StateProvinceCode;StateProvinceName;CountryRegionCode;EnglishCountryRegionName;SpanishCountryRegionName;FrenchCountryRegionName;PostalCode;SalesTerritoryKey;IpAddressLocator;ResellerKey;GeographyKey;ResellerAlternateKey;Phone;BusinessType;ResellerName;NumberEmployees;OrderFrequency;OrderMonth;FirstOrderYear;LastOrderYear;ProductLine;AddressLine1;AddressLine2;AnnualSales;BankName;MinPaymentType;MinPaymentAmount;AnnualRevenue;YearOpened;ï»¿ProductKey;OrderDateKey;DueDateKey;ShipDateKey;CustomerKey;PromotionKey;CurrencyKey;SalesTerritoryKey;SalesOrderNumber;SalesOrderLineNumber;RevisionNumber;OrderQuantity;UnitPrice;ExtendedAmount;UnitPriceDiscountPct;DiscountAmount;ProductStandardCost;TotalProductCost;SalesAmount;TaxAmt;Freight;CarrierTrackingNumber;CustomerPONumber;OrderDate;DueDate;ShipDate
15832;28;AW00015832;;Manuel;J;Martinez;FALSE;4/4/1941;S;;M;manuel16@adventure-works.com;40000;2;0;Bachelors;Licenciatura;Bac + 4;Management;Gestión;Direction;1;2;4273 Alum Rock Drive;;1 (11) 500 555-0181;27/6/2007;5-10 Miles;28;Cloverdale;SA;South Australia;AU;Australia;Australia;Australie;6105;9;198.51.100.29;51;28;AW00000051;1 (11) 500 555-0133;Warehouse;Ideal Components;82;Q;6;2007;2008;Touring;2-252 Beauchamp Road;Botany Bay Industrial Estate;3000000;International Security;2;;300000;1988;356;20121224;20130105;20121231;15832;1;6;9;SO51050;1;1;1;20.714.196;20.714.196;0;0;11.178.559;11.178.559;20.714.196;1.657.136;517.855;NULL;NULL;2012-12-24 00:00:00.000;2013-01-05 00:00:00.000;2012-12-31 00:00:00.000
11547;201;AW00011547;;Cindy;E;Sai;FALSE;8/3/1968;M;;F;cindy6@adventure-works.com;40000;0;0;Graduate Degree;Estudios de postgrado;Bac + 3;Clerical;Administrativo;Employé;1;0;"88, allée des Princes";;1 (11) 500 555-0111;28/6/2007;0-1 Miles;201;Paris;75;Seine (Paris);FR;France;Francia;France;75013;7;198.51.100.202;31;201;AW00000031;1 (11) 500 555-0198;Value Added Reseller;Wheels Inc.;16;S;5;2007;2008;Road;"21105, rue de Varenne";;800000;Primary International;3;200;80000;1998;354;20121225;20130106;20130101;11547;1;100;7;SO51054;1;1;1;20.714.196;20.714.196;0;0;11.178.559;11.178.559;20.714.196;1.657.136;517.855;NULL;NULL;2012-12-25 00:00:00.000;2013-01-06 00:00:00.000;2013-01-01 00:00:00.000
15756;28;AW00015756;;Kari;;Gutierrez;FALSE;8/7/1957;S;;F;kari31@adventure-works.com;70000;2;0;High School;Educación secundaria;Bac + 2;Professional;Profesional;Cadre;1;2;8507 Mt. Palomar Pl.;;1 (11) 500 555-0115;28/6/2007;5-10 Miles;28;Cloverdale;SA;South Australia;AU;Australia;Australia;Australie;6105;9;198.51.100.29;51;28;AW00000051;1 (11) 500 555-0133;Warehouse;Ideal Components;82;Q;6;2007;2008;Touring;2-252 Beauchamp Road;Botany Bay Industrial Estate;3000000;International Security;2;;300000;1988;352;20121225;20130106;20130101;15756;1;6;9;SO51060;1;1;1;20.714.196;20.714.196;0;0;11.178.559;11.178.559;20.714.196;1.657.136;517.855;NULL;NULL;2012-12-25 00:00:00.000;2013-01-06 00:00:00.000;2013-01-01 00:00:00.000
22430;188;AW00022430;;Brad;S;Chande;FALSE;5/3/1960;S;;M;brad15@adventure-works.com;40000;3;0;Graduate Degree;Estudios de postgrado;Bac + 3;Clerical;Administrativo;Employé;0;0;"70, rue de Linois";;1 (11) 500 555-0164;1/7/2007;0-1 Miles;188;Roncq;59;Nord;FR;France;Francia;France;59223;7;198.51.100.189;49;188;AW00000049;1 (11) 500 555-0181;Value Added Reseller;Neighborhood Bicycle Storehouse;10;S;6;2007;2008;Touring;"69, boulevard Tremblay";;800000;Reserve Security;;;80000;1989;378;20121228;20130109;20130104;22430;1;100;7;SO51179;1;1;1;2443.35;2443.35;0;0;15.549.479;15.549.479;2443.35;195.468;610.838;NULL;NULL;2012-12-28 00:00:00.000;2013-01-09 00:00:00.000;2013-01-04 00:00:00.000
22430;188;AW00022430;;Brad;S;Chande;FALSE;5/3/1960;S;;M;brad15@adventure-works.com;40000;3;0;Graduate Degree;Estudios de postgrado;Bac + 3;Clerical;Administrativo;Employé;0;0;"70, rue de Linois";;1 (11) 500 555-0164;1/7/2007;0-1 Miles;188;Roncq;59;Nord;FR;France;Francia;France;59223;7;198.51.100.189;49;188;AW00000049;1 (11) 500 555-0181;Value Added Reseller;Neighborhood Bicycle Storehouse;10;S;6;2007;2008;Touring;"69, boulevard Tremblay";;800000;Reserve Security;;;80000;1989;540;20121228;20130109;20130104;22430;1;100;7;SO51179;2;1;1;32.6;32.6;0;0;121.924;121.924;32.6;2.608;0.815;NULL;NULL;2012-12-28 00:00:00.000;2013-01-09 00:00:00.000;2013-01-04 00:00:00.000
22430;188;AW00022430;;Brad;S;Chande;FALSE;5/3/1960;S;;M;brad15@adventure-works.com;40000;3;0;Graduate Degree;Estudios de postgrado;Bac + 3;Clerical;Administrativo;Employé;0;0;"70, rue de Linois";;1 (11) 500 555-0164;1/7/2007;0-1 Miles;188;Roncq;59;Nord;FR;France;Francia;France;59223;7;198.51.100.189;49;188;AW00000049;1 (11) 500 555-0181;Value Added Reseller;Neighborhood Bicycle Storehouse;10;S;6;2007;2008;Touring;"69, boulevard Tremblay";;800000;Reserve Security;;;80000;1989;529;20121228;20130109;20130104;22430;1;100;7;SO51179;3;1;1;3.99;3.99;0;0;14.923;14.923;3.99;0.3192;0.0998;NULL;NULL;2012-12-28 00:00:00.000;2013-01-09 00:00:00.000;2013-01-04 00:00:00.000
22430;188;AW00022430;;Brad;S;Chande;FALSE;5/3/1960;S;;M;brad15@adventure-works.com;40000;3;0;Graduate Degree;Estudios de postgrado;Bac + 3;Clerical;Administrativo;Employé;0;0;"70, rue de Linois";;1 (11) 500 555-0164;1/7/2007;0-1 Miles;188;Roncq;59;Nord;FR;France;Francia;France;59223;7;198.51.100.189;49;188;AW00000049;1 (11) 500 555-0181;Value Added Reseller;Neighborhood Bicycle Storehouse;10;S;6;2007;2008;Touring;"69, boulevard Tremblay";;800000;Reserve Security;;;80000;1989;486;20121228;20130109;20130104;22430;1;100;7;SO51179;4;1;1;159;159;0;0;59.466;59.466;159;12.72;3.975;NULL;NULL;2012-12-28 00:00:00.000;2013-01-09 00:00:00.000;2013-01-04 00:00:00.000
18208;6;AW00018208;;Latoya;J;Nara;FALSE;4/2/1971;M;;F;latoya15@adventure-works.com;90000;0;0;Bachelors;Licenciatura;Bac + 4;Professional;Profesional;Cadre;1;3;6526 Edie Ct.;;1 (11) 500 555-0172;14/11/2005;10+ Miles;6;Lavender Bay;NSW;New South Wales;AU;Australia;Australia;Australie;2060;9;198.51.100.7;69;6;AW00000069;1 (11) 500 555-0113;Warehouse;Online Bike Catalog;88;Q;6;2007;2008;Touring;65 Epping Rd;;3000000;Guardian Bank;2;;300000;1979;372;20121230;20130111;20130106;18208;1;6;9;SO51203;1;1;1;2443.35;2443.35;0;0;15.549.479;15.549.479;2443.35;195.468;610.838;NULL;NULL;2012-12-30 00:00:00.000;2013-01-11 00:00:00.000;2013-01-06 00:00:00.000
18208;6;AW00018208;;Latoya;J;Nara;FALSE;4/2/1971;M;;F;latoya15@adventure-works.com;90000;0;0;Bachelors;Licenciatura;Bac + 4;Professional;Profesional;Cadre;1;3;6526 Edie Ct.;;1 (11) 500 555-0172;14/11/2005;10+ Miles;6;Lavender Bay;NSW;New South Wales;AU;Australia;Australia;Australie;2060;9;198.51.100.7;33;6;AW00000033;1 (11) 500 555-0189;Warehouse;Global Sports Outlet;70;Q;6;2007;2008;Mountain;Ctrcrt Bus Pk/995-27 Paul St N;;3000000;Primary Bank & Reserve;1;;300000;1997;372;20121230;20130111;20130106;18208;1;6;9;SO51203;1;1;1;2443.35;2443.35;0;0;15.549.479;15.549.479;2443.35;195.468;610.838;NULL;NULL;2012-12-30 00:00:00.000;2013-01-11 00:00:00.000;2013-01-06 00:00:00.000
18208;6;AW00018208;;Latoya;J;Nara;FALSE;4/2/1971;M;;F;latoya15@adventure-works.com;90000;0;0;Bachelors;Licenciatura;Bac + 4;Professional;Profesional;Cadre;1;3;6526 Edie Ct.;;1 (11) 500 555-0172;14/11/2005;10+ Miles;6;Lavender Bay;NSW;New South Wales;AU;Australia;Australia;Australie;2060;9;198.51.100.7;15;6;AW00000015;1 (11) 500 555-0140;Warehouse;Budget Toy Store;52;Q;6;2007;2008;Mountain;25 Epping Road;;3000000;International Bank;3;600;300000;2002;372;20121230;20130111;20130106;18208;1;6;9;SO51203;1;1;1;2443.35;2443.35;0;0;15.549.479;15.549.479;2443.35;195.468;610.838;NULL;NULL;2012-12-30 00:00:00.000;2013-01-11 00:00:00.000;2013-01-06 00:00:00.000
18208;6;AW00018208;;Latoya;J;Nara;FALSE;4/2/1971;M;;F;latoya15@adventure-works.com;90000;0;0;Bachelors;Licenciatura;Bac + 4;Professional;Profesional;Cadre;1;3;6526 Edie Ct.;;1 (11) 500 555-0172;14/11/2005;10+ Miles;6;Lavender Bay;NSW;New South Wales;AU;Australia;Australia;Australie;2060;9;198.51.100.7;69;6;AW00000069;1 (11) 500 555-0113;Warehouse;Online Bike Catalog;88;Q;6;2007;2008;Touring;65 Epping Rd;;3000000;Guardian Bank;2;;300000;1979;479;20121230;20130111;20130106;18208;1;6;9;SO51203;2;1;1;8.99;8.99;0;0;33.623;33.623;8.99;0.7192;0.2248;NULL;NULL;2012-12-30 00:00:00.000;2013-01-11 00:00:00.000;2013-01-06 00:00:00.000
18208;6;AW00018208;;Latoya;J;Nara;FALSE;4/2/1971;M;;F;latoya15@adventure-works.com;90000;0;0;Bachelors;Licenciatura;Bac + 4;Professional;Profesional;Cadre;1;3;6526 Edie Ct.;;1 (11) 500 555-0172;14/11/2005;10+ Miles;6;Lavender Bay;NSW;New South Wales;AU;Australia;Australia;Australie;2060;9;198.51.100.7;33;6;AW00000033;1 (11) 500 555-0189;Warehouse;Global Sports Outlet;70;Q;6;2007;2008;Mountain;Ctrcrt Bus Pk/995-27 Paul St N;;3000000;Primary Bank & Reserve;1;;300000;1997;479;20121230;20130111;20130106;18208;1;6;9;SO51203;2;1;1;8.99;8.99;0;0;33.623;33.623;8.99;0.7192;0.2248;NULL;NULL;2012-12-30 00:00:00.000;2013-01-11 00:00:00.000;2013-01-06 00:00:00.000
18208;6;AW00018208;;Latoya;J;Nara;FALSE;4/2/1971;M;;F;latoya15@adventure-works.com;90000;0;0;Bachelors;Licenciatura;Bac + 4;Professional;Profesional;Cadre;1;3;6526 Edie Ct.;;1 (11) 500 555-0172;14/11/2005;10+ Miles;6;Lavender Bay;NSW;New South Wales;AU;Australia;Australia;Australie;2060;9;198.51.100.7;15;6;AW00000015;1 (11) 500 555-0140;Warehouse;Budget Toy Store;52;Q;6;2007;2008;Mountain;25 Epping Road;;3000000;International Bank;3;600;300000;2002;479;20121230;20130111;20130106;18208;1;6;9;SO51203;2;1;1;8.99;8.99;0;0;33.623;33.623;8.99;0.7192;0.2248;NULL;NULL;2012-12-30 00:00:00.000;2013-01-11 00:00:00.000;2013-01-06 00:00:00.000
18208;6;AW00018208;;Latoya;J;Nara;FALSE;4/2/1971;M;;F;latoya15@adventure-works.com;90000;0;0;Bachelors;Licenciatura;Bac + 4;Professional;Profesional;Cadre;1;3;6526 Edie Ct.;;1 (11) 500 555-0172;14/11/2005;10+ Miles;6;Lavender Bay;NSW;New South Wales;AU;Australia;Australia;Australie;2060;9;198.51.100.7;69;6;AW00000069;1 (11) 500 555-0113;Warehouse;Online Bike Catalog;88;Q;6;2007;2008;Touring;65 Epping Rd;;3000000;Guardian Bank;2;;300000;1979;477;20121230;20130111;20130106;18208;1;6;9;SO51203;3;1;1;4.99;4.99;0;0;18.663;18.663;4.99;0.3992;0.1248;NULL;NULL;2012-12-30 00:00:00.000;2013-01-11 00:00:00.000;2013-01-06 00:00:00.000
18208;6;AW00018208;;Latoya;J;Nara;FALSE;4/2/1971;M;;F;latoya15@adventure-works.com;90000;0;0;Bachelors;Licenciatura;Bac + 4;Professional;Profesional;Cadre;1;3;6526 Edie Ct.;;1 (11) 500 555-0172;14/11/2005;10+ Miles;6;Lavender Bay;NSW;New South Wales;AU;Australia;Australia;Australie;2060;9;198.51.100.7;33;6;AW00000033;1 (11) 500 555-0189;Warehouse;Global Sports Outlet;70;Q;6;2007;2008;Mountain;Ctrcrt Bus Pk/995-27 Paul St N;;3000000;Primary Bank & Reserve;1;;300000;1997;477;20121230;20130111;20130106;18208;1;6;9;SO51203;3;1;1;4.99;4.99;0;0;18.663;18.663;4.99;0.3992;0.1248;NULL;NULL;2012-12-30 00:00:00.000;2013-01-11 00:00:00.000;2013-01-06 00:00:00.000
18208;6;AW00018208;;Latoya;J;Nara;FALSE;4/2/1971;M;;F;latoya15@adventure-works.com;90000;0;0;Bachelors;Licenciatura;Bac + 4;Professional;Profesional;Cadre;1;3;6526 Edie Ct.;;1 (11) 500 555-0172;14/11/2005;10+ Miles;6;Lavender Bay;NSW;New South Wales;AU;Australia;Australia;Australie;2060;9;198.51.100.7;15;6;AW00000015;1 (11) 500 555-0140;Warehouse;Budget Toy Store;52;Q;6;2007;2008;Mountain;25 Epping Road;;3000000;International Bank;3;600;300000;2002;477;20121230;20130111;20130106;18208;1;6;9;SO51203;3;1;1;4.99;4.99;0;0;18.663;18.663;4.99;0.3992;0.1248;NULL;NULL;2012-12-30 00:00:00.000;2013-01-11 00:00:00.000;2013-01-06 00:00:00.000
11261;359;AW00011261;;Stephanie;;Collins;FALSE;24/4/1965;M;;F;stephanie52@adventure-works.com;130000;1;2;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gestión;Direction;1;1;2868 Central Avenue;;209-555-0173;30/3/2006;0-1 Miles;359;San Diego;CA;California;US;United States;Estados Unidos;États-Unis;92102;4;192.0.2.106;77;359;AW00000077;128-555-0148;Specialty Bike Shop;Mechanical Products Ltd.;37;A;5;2006;2008;Road;22555 Paseo De Las Americas;;1500000;Reserve Security;1;;150000;1975;361;20121230;20130111;20130106;11261;1;100;4;SO51210;1;1;1;2294.99;2294.99;0;0;12.519.813;12.519.813;2294.99;1.835.992;573.748;NULL;NULL;2012-12-30 00:00:00.000;2013-01-11 00:00:00.000;2013-01-06 00:00:00.000
11261;359;AW00011261;;Stephanie;;Collins;FALSE;24/4/1965;M;;F;stephanie52@adventure-works.com;130000;1;2;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gestión;Direction;1;1;2868 Central Avenue;;209-555-0173;30/3/2006;0-1 Miles;359;San Diego;CA;California;US;United States;Estados Unidos;États-Unis;92102;4;192.0.2.106;77;359;AW00000077;128-555-0148;Specialty Bike Shop;Mechanical Products Ltd.;37;A;5;2006;2008;Road;22555 Paseo De Las Americas;;1500000;Reserve Security;1;;150000;1975;222;20121230;20130111;20130106;11261;1;100;4;SO51210;2;1;1;34.99;34.99;0;0;130.863;130.863;34.99;27.992;0.8748;NULL;NULL;2012-12-30 00:00:00.000;2013-01-11 00:00:00.000;2013-01-06 00:00:00.000
19765;28;AW00019765;;Ruben;I;Patel;FALSE;16/9/1951;M;;M;ruben3@adventure-works.com;30000;3;0;High School;Educación secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;0;2;5045 Vancouver Way;;1 (11) 500 555-0125;20/3/2006;1-2 Miles;28;Cloverdale;SA;South Australia;AU;Australia;Australia;Australie;6105;9;198.51.100.29;51;28;AW00000051;1 (11) 500 555-0133;Warehouse;Ideal Components;82;Q;6;2007;2008;Touring;2-252 Beauchamp Road;Botany Bay Industrial Estate;3000000;International Security;2;;300000;1988;584;20121230;20130111;20130106;19765;1;6;9;SO51214;1;1;1;539.99;539.99;0;0;3.436.496;3.436.496;539.99;431.992;134.998;NULL;NULL;2012-12-30 00:00:00.000;2013-01-11 00:00:00.000;2013-01-06 00:00:00.000
19765;28;AW00019765;;Ruben;I;Patel;FALSE;16/9/1951;M;;M;ruben3@adventure-works.com;30000;3;0;High School;Educación secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;0;2;5045 Vancouver Way;;1 (11) 500 555-0125;20/3/2006;1-2 Miles;28;Cloverdale;SA;South Australia;AU;Australia;Australia;Australie;6105;9;198.51.100.29;51;28;AW00000051;1 (11) 500 555-0133;Warehouse;Ideal Components;82;Q;6;2007;2008;Touring;2-252 Beauchamp Road;Botany Bay Industrial Estate;3000000;International Security;2;;300000;1988;479;20121230;20130111;20130106;19765;1;6;9;SO51214;2;1;1;8.99;8.99;0;0;33.623;33.623;8.99;0.7192;0.2248;NULL;NULL;2012-12-30 00:00:00.000;2013-01-11 00:00:00.000;2013-01-06 00:00:00.000
19765;28;AW00019765;;Ruben;I;Patel;FALSE;16/9/1951;M;;M;ruben3@adventure-works.com;30000;3;0;High School;Educación secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;0;2;5045 Vancouver Way;;1 (11) 500 555-0125;20/3/2006;1-2 Miles;28;Cloverdale;SA;South Australia;AU;Australia;Australia;Australie;6105;9;198.51.100.29;51;28;AW00000051;1 (11) 500 555-0133;Warehouse;Ideal Components;82;Q;6;2007;2008;Touring;2-252 Beauchamp Road;Botany Bay Industrial Estate;3000000;International Security;2;;300000;1988;477;20121230;20130111;20130106;19765;1;6;9;SO51214;3;1;1;4.99;4.99;0;0;18.663;18.663;4.99;0.3992;0.1248;NULL;NULL;2012-12-30 00:00:00.000;2013-01-11 00:00:00.000;2013-01-06 00:00:00.000
21575;322;AW00021575;;Justin;;Foster;FALSE;15/8/1956;M;;M;justin13@adventure-works.com;80000;3;0;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;0;2;9123 Springfield Drive;;497-555-0196;3/7/2007;2-5 Miles;322;Fremont;CA;California;US;United States;Estados Unidos;États-Unis;94536;4;192.0.2.69;5;322;AW00000005;828-555-0186;Specialty Bike Shop;Metropolitan Sports Supply;13;A;6;2006;2008;Road;482505 Warm Springs Blvd.;;800000;Primary Bank & Reserve;;;80000;1982;604;20121230;20130111;20130106;21575;1;100;4;SO51220;1;1;1;539.99;539.99;0;0;3.436.496;3.436.496;539.99;431.992;134.998;NULL;NULL;2012-12-30 00:00:00.000;2013-01-11 00:00:00.000;2013-01-06 00:00:00.000
21575;322;AW00021575;;Justin;;Foster;FALSE;15/8/1956;M;;M;justin13@adventure-works.com;80000;3;0;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;0;2;9123 Springfield Drive;;497-555-0196;3/7/2007;2-5 Miles;322;Fremont;CA;California;US;United States;Estados Unidos;États-Unis;94536;4;192.0.2.69;5;322;AW00000005;828-555-0186;Specialty Bike Shop;Metropolitan Sports Supply;13;A;6;2006;2008;Road;482505 Warm Springs Blvd.;;800000;Primary Bank & Reserve;;;80000;1982;479;20121230;20130111;20130106;21575;1;100;4;SO51220;2;1;1;8.99;8.99;0;0;33.623;33.623;8.99;0.7192;0.2248;NULL;NULL;2012-12-30 00:00:00.000;2013-01-11 00:00:00.000;2013-01-06 00:00:00.000
14050;28;AW00014050;;Manuel;M;Lopez;FALSE;16/5/1966;S;;M;manuel15@adventure-works.com;100000;0;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gestión;Direction;0;1;2396 Ancona Ct.;;1 (11) 500 555-0146;9/2/2007;0-1 Miles;28;Cloverdale;SA;South Australia;AU;Australia;Australia;Australie;6105;9;198.51.100.29;51;28;AW00000051;1 (11) 500 555-0133;Warehouse;Ideal Components;82;Q;6;2007;2008;Touring;2-252 Beauchamp Road;Botany Bay Industrial Estate;3000000;International Security;2;;300000;1988;578;20130105;20130117;20130112;14050;1;6;9;SO51301;1;1;1;1214.85;1214.85;0;0;7.551.508;7.551.508;1214.85;97.188;303.713;NULL;NULL;2013-01-05 00:00:00.000;2013-01-17 00:00:00.000;2013-01-12 00:00:00.000
14050;28;AW00014050;;Manuel;M;Lopez;FALSE;16/5/1966;S;;M;manuel15@adventure-works.com;100000;0;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gestión;Direction;0;1;2396 Ancona Ct.;;1 (11) 500 555-0146;9/2/2007;0-1 Miles;28;Cloverdale;SA;South Australia;AU;Australia;Australia;Australie;6105;9;198.51.100.29;51;28;AW00000051;1 (11) 500 555-0133;Warehouse;Ideal Components;82;Q;6;2007;2008;Touring;2-252 Beauchamp Road;Botany Bay Industrial Estate;3000000;International Security;2;;300000;1988;225;20130105;20130117;20130112;14050;1;6;9;SO51301;2;1;1;8.99;8.99;0;0;69.223;69.223;8.99;0.7192;0.2248;NULL;NULL;2013-01-05 00:00:00.000;2013-01-17 00:00:00.000;2013-01-12 00:00:00.000
22940;28;AW00022940;;Briana;;Ashe;FALSE;17/11/1966;S;;F;briana4@adventure-works.com;100000;0;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gestión;Direction;0;1;371 Ridge Place;;1 (11) 500 555-0113;1/12/2006;1-2 Miles;28;Cloverdale;SA;South Australia;AU;Australia;Australia;Australie;6105;9;198.51.100.29;51;28;AW00000051;1 (11) 500 555-0133;Warehouse;Ideal Components;82;Q;6;2007;2008;Touring;2-252 Beauchamp Road;Botany Bay Industrial Estate;3000000;International Security;2;;300000;1988;580;20130105;20130117;20130112;22940;1;6;9;SO51311;1;1;1;1700.99;1700.99;0;0;1082.51;1082.51;1700.99;1.360.792;425.248;NULL;NULL;2013-01-05 00:00:00.000;2013-01-17 00:00:00.000;2013-01-12 00:00:00.000
22940;28;AW00022940;;Briana;;Ashe;FALSE;17/11/1966;S;;F;briana4@adventure-works.com;100000;0;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gestión;Direction;0;1;371 Ridge Place;;1 (11) 500 555-0113;1/12/2006;1-2 Miles;28;Cloverdale;SA;South Australia;AU;Australia;Australia;Australie;6105;9;198.51.100.29;51;28;AW00000051;1 (11) 500 555-0133;Warehouse;Ideal Components;82;Q;6;2007;2008;Touring;2-252 Beauchamp Road;Botany Bay Industrial Estate;3000000;International Security;2;;300000;1988;491;20130105;20130117;20130112;22940;1;6;9;SO51311;2;1;1;53.99;53.99;0;0;415.723;415.723;53.99;43.192;13.498;NULL;NULL;2013-01-05 00:00:00.000;2013-01-17 00:00:00.000;2013-01-12 00:00:00.000
22940;28;AW00022940;;Briana;;Ashe;FALSE;17/11/1966;S;;F;briana4@adventure-works.com;100000;0;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gestión;Direction;0;1;371 Ridge Place;;1 (11) 500 555-0113;1/12/2006;1-2 Miles;28;Cloverdale;SA;South Australia;AU;Australia;Australia;Australie;6105;9;198.51.100.29;51;28;AW00000051;1 (11) 500 555-0133;Warehouse;Ideal Components;82;Q;6;2007;2008;Touring;2-252 Beauchamp Road;Botany Bay Industrial Estate;3000000;International Security;2;;300000;1988;225;20130105;20130117;20130112;22940;1;6;9;SO51311;3;1;1;8.99;8.99;0;0;69.223;69.223;8.99;0.7192;0.2248;NULL;NULL;2013-01-05 00:00:00.000;2013-01-17 00:00:00.000;2013-01-12 00:00:00.000
24061;201;AW00024061;;Kelvin;;Luo;FALSE;13/3/1966;M;;M;kelvin3@adventure-works.com;10000;4;4;Partial High School;Educación secundaria (en curso);Niveau bac;Manual;Obrero;Ouvrier;1;1;"838, rue de Berri";;1 (11) 500 555-0155;9/7/2007;0-1 Miles;201;Paris;75;Seine (Paris);FR;France;Francia;France;75013;7;198.51.100.202;31;201;AW00000031;1 (11) 500 555-0198;Value Added Reseller;Wheels Inc.;16;S;5;2007;2008;Road;"21105, rue de Varenne";;800000;Primary International;3;200;80000;1998;561;20130105;20130117;20130112;24061;1;100;7;SO51320;1;1;1;2384.07;2384.07;0;0;14.819.379;14.819.379;2384.07;1.907.256;596.018;NULL;NULL;2013-01-05 00:00:00.000;2013-01-17 00:00:00.000;2013-01-12 00:00:00.000
24061;201;AW00024061;;Kelvin;;Luo;FALSE;13/3/1966;M;;M;kelvin3@adventure-works.com;10000;4;4;Partial High School;Educación secundaria (en curso);Niveau bac;Manual;Obrero;Ouvrier;1;1;"838, rue de Berri";;1 (11) 500 555-0155;9/7/2007;0-1 Miles;201;Paris;75;Seine (Paris);FR;France;Francia;France;75013;7;198.51.100.202;31;201;AW00000031;1 (11) 500 555-0198;Value Added Reseller;Wheels Inc.;16;S;5;2007;2008;Road;"21105, rue de Varenne";;800000;Primary International;3;200;80000;1998;541;20130105;20130117;20130112;24061;1;100;7;SO51320;2;1;1;28.99;28.99;0;0;108.423;108.423;28.99;23.192;0.7248;NULL;NULL;2013-01-05 00:00:00.000;2013-01-17 00:00:00.000;2013-01-12 00:00:00.000
27745;6;AW00027745;;Levi;A;Sanchez;FALSE;13/3/1943;S;;M;levi18@adventure-works.com;40000;2;0;Bachelors;Licenciatura;Bac + 4;Management;Gestión;Direction;1;2;7226 Casa Real;;1 (11) 500 555-0117;10/7/2007;5-10 Miles;6;Lavender Bay;NSW;New South Wales;AU;Australia;Australia;Australie;2060;9;198.51.100.7;69;6;AW00000069;1 (11) 500 555-0113;Warehouse;Online Bike Catalog;88;Q;6;2007;2008;Touring;65 Epping Rd;;3000000;Guardian Bank;2;;300000;1979;604;20130106;20130118;20130113;27745;1;6;9;SO51327;1;1;1;539.99;539.99;0;0;3.436.496;3.436.496;539.99;431.992;134.998;NULL;NULL;2013-01-06 00:00:00.000;2013-01-18 00:00:00.000;2013-01-13 00:00:00.000
27745;6;AW00027745;;Levi;A;Sanchez;FALSE;13/3/1943;S;;M;levi18@adventure-works.com;40000;2;0;Bachelors;Licenciatura;Bac + 4;Management;Gestión;Direction;1;2;7226 Casa Real;;1 (11) 500 555-0117;10/7/2007;5-10 Miles;6;Lavender Bay;NSW;New South Wales;AU;Australia;Australia;Australie;2060;9;198.51.100.7;33;6;AW00000033;1 (11) 500 555-0189;Warehouse;Global Sports Outlet;70;Q;6;2007;2008;Mountain;Ctrcrt Bus Pk/995-27 Paul St N;;3000000;Primary Bank & Reserve;1;;300000;1997;604;20130106;20130118;20130113;27745;1;6;9;SO51327;1;1;1;539.99;539.99;0;0;3.436.496;3.436.496;539.99;431.992;134.998;NULL;NULL;2013-01-06 00:00:00.000;2013-01-18 00:00:00.000;2013-01-13 00:00:00.000
27745;6;AW00027745;;Levi;A;Sanchez;FALSE;13/3/1943;S;;M;levi18@adventure-works.com;40000;2;0;Bachelors;Licenciatura;Bac + 4;Management;Gestión;Direction;1;2;7226 Casa Real;;1 (11) 500 555-0117;10/7/2007;5-10 Miles;6;Lavender Bay;NSW;New South Wales;AU;Australia;Australia;Australie;2060;9;198.51.100.7;15;6;AW00000015;1 (11) 500 555-0140;Warehouse;Budget Toy Store;52;Q;6;2007;2008;Mountain;25 Epping Road;;3000000;International Bank;3;600;300000;2002;604;20130106;20130118;20130113;27745;1;6;9;SO51327;1;1;1;539.99;539.99;0;0;3.436.496;3.436.496;539.99;431.992;134.998;NULL;NULL;2013-01-06 00:00:00.000;2013-01-18 00:00:00.000;2013-01-13 00:00:00.000
